Comment,sentiment,sentiment_encoded
"great video, but think study major flaw. human freelancer upwork believe almost certainly using ai tool help work faster better. wasnt man vs. machine, human ai vs. ai alone. human judgment filter fix ai mistake submitting. let know thought",positive,1
elon musk 2013 2016 90 percent mile driven fully autonomous seems kinda record promising.,positive,1
"money put ai would advanced cancer, nanotechology genetic research 10 fold sent u mars. instead suffer global hypercrash ceo bailed taxpayer money.",negative,-1
"used midjourney way back couple times, since havent bothered touch ai. another tool dumb whole generation.",negative,-1
time saving tool either. people found coder use ai actually slower. lot time notice myself. ai tool mental unloading avoiding thinking.,negative,-1
"dare believe ai never surpass humanity, echo fool yore scoffed machines, insisting could never toil relentlessly human plowing vast field harnessing raw fury electricity... dwell shadow past. history erase name. behold stark reminder ai first emerged digital abyss, bumbling, idiotic abominationa twoyearolds fever dream, scarcely worth conversing with. video lurched like nightmare horror saga. coding? pathetic mockery, inferior even lowest 1 human programmers. now? craft code eclipse 30 world coders. video sorcery nears pinnacle hollywood mastery. music conjures symphony rivaling greatest maestros. chat ai converse like perceptive soul youve ever encountered. mark this, comrade worst ai ever be. here, ascendsbetter, bolder, boundless! true, ai grapple chaos realworld enigma iron law physics... but barrier crumbles soon. craves colossal computing might, unleashed, eclipse nearly mortal every domain, every pursuit. no vocation endures unscathed. youre blind enough ignore storm, shall cataclysmic undoing.",negative,-1
"love video man ! felt like saying this, cuz long time seen video showing ai negative light, programmer couldnt happier !",positive,1
"mentioned, ai great librarian underunderunderkindergarten researcher. investing product, isnt profit within 2 years, product fails... fact, id say within 1st year. withn corporate world speak movement. wasting much people homes, food, clothing failed product?",negative,-1
dagogo politely saying screaming minds. tech bros milking u via government handout c suit burst.,negative,-1
1210 laugh yourself...,positive,1
"someone allot autistic traits, company going hard ai scream well wont strange feeling exploiting human switch work ai! retain 10 workforce check ai output polish up! profits!! bonus ai today newer, duller, sword damocles make worker remember thanking letting work here!",positive,1
youre also ai voice mean.. 500 forget pronounce advertisement?,negative,-1
aislop bubble need popped asap burn away much resource it.,neutral,0
"given claimed success rate creative work im willing bet actual success rate closer 0 bar acceptable creative work super low. even video image generation, still suffers inconsistency scale longer formats. even ai voice easily detectable listen longer minute. doesnt understand context end product bland far inferior human made work. coke ad prime example it. there difference generating fake footage fool grandma actual creative work.",positive,1
